"","Gdpe","Gne","GneDfd","GneCii","GneDfdFce","GneDfdGfc","GneCiiPnf","GneDfdFceGvt","GneDfdFceHfc","GneDfdGfcPub","GneDfdGfcPvt","GneDfdFceGvtNat","GneDfdGfcPubGvt","GneDfdGfcPubPcp","GneDfdGfcPvtTdw","GneDfdGfcPvtPbi","GneDfdFceHfcAbt","GneDfdFceHfcMis","GneDfdFceHfcTpt","GneDfdFceHfcHcr","GneDfdFceHfcHlt","GneDfdFceHfcFhe","GneDfdFceHfcHwe","GneDfdGfcPubGvtNat","GneDfdGfcPvtPbiIpr","GneDfdGfcPvtPbiNdc","GneDfdGfcPvtPbiNdm","GneDfdFceGvtNatNdf","GneDfdFceGvtNatDef","GneDfdFceGvtSnl","GneDfdGfcPubGvtNatNdf","GneDfdGfcPubGvtNatDef","GneDfdGfcPubGvtSnl","GneDfdGfcPubPcpCmw","GneDfdGfcPubPcpSnl","GneDfdGfcPvtTdwNnu","GneDfdGfcPvtTdwAna","GneDfdGfcPvtPbiIprRnd","GneDfdGfcPvtPbiIprMnp","GneDfdGfcPvtPbiIprCom","GneDfdGfcPvtPbiIprArt","GneDfdGfcPvtPbiNdcNbd","GneDfdGfcPvtPbiNdcNec","GneDfdGfcPvtPbiNdcSha","GneDfdGfcPvtPbiNdmNew","GneDfdGfcPvtPbiNdmSha","GneDfdGfcPvtPbiCbr","GneDfdGfcPvtOtc","GneDfdFceHfcAbtAlc","GneDfdFceHfcAbtCig","GneDfdFceHfcMisOgd","GneDfdFceHfcMisOsv","GneDfdFceHfcMisIfs","GneDfdFceHfcTptTsv","GneDfdFceHfcTptPvh","GneDfdFceHfcTptOvh","GneDfdFceHfcHcrAsv","GneDfdFceHfcHcrCsv","GneDfdFceHfcHltHsv","GneDfdFceHfcHltMed","GneDfdFceHfcFheFnt","GneDfdFceHfcFheTls","GneDfdFceHfcFheApp","GneDfdFceHfcHweRnt","GneDfdFceHfcHweWsc","GneDfdFceHfcHweEgf","GneDfdFceHfcFud","GneDfdFceHfcCnf","GneDfdFceHfcRnc","GneDfdFceHfcEdc","GneDfdFceHfcCom","GneCiiPnfMin","GneCiiPnfMan","GneCiiPnfWht","GneCiiPnfRet","GneCiiPnfOnf","GneCiiPba","GneCiiPfm","Sde","ExpMinImp"
"1",62712,63506,60356,3150,44566,15791,364,10816,33749,4474,11316,3980,2310,2164,3213,7447,1430,3794,4392,2558,1302,2872,6109,866,687,1960,4087,2886,1094,6836,393,473,1444,557,1608,1821,1392,169,329,166,24,1389,591,-20,4287,-200,714,656,681,749,805,1065,1924,819,1150,2424,412,2147,959,343,1764,390,718,5126,293,690,4330,2285,3627,578,473,54,-277,629,-51,9,2255,531,343,-1137
"2",56042,56688,57053,-366,42047,15007,347,10526,31521,3982,11025,4007,2008,1973,2860,7533,1328,3558,4528,2391,1225,2209,6145,784,634,1933,4263,2902,1105,6518,306,478,1225,465,1508,1643,1217,182,249,177,25,1412,538,-17,4354,-91,703,632,620,709,619,1011,1928,820,1291,2417,384,2007,943,283,1365,273,571,5255,294,596,4113,1739,3196,633,455,-213,73,257,237,-7,-727,14,131,-777
"3",60738,62920,64220,-1300,45756,18464,-90,12283,33472,5849,12615,4697,3082,2768,2978,8940,1326,3795,4836,2441,1303,2457,6412,1105,760,2148,5349,3497,1200,7586,503,602,1977,828,1940,1689,1289,195,350,190,26,1566,516,66,5536,-187,683,697,606,719,668,1071,2057,902,1315,2619,415,2027,1011,292,1551,276,630,5397,307,708,4242,2199,3331,643,486,-196,86,-113,127,6,-1034,-176,-1155,-1028
"4",62674,64855,64853,2,46881,17971,630,11540,35341,4819,13153,4513,2146,2673,3393,8978,1368,4195,5142,2596,1499,2541,6883,818,766,2650,4912,3159,1355,7027,326,492,1328,1149,1524,1943,1450,204,342,195,26,2012,587,51,5198,-286,650,782,631,737,756,1167,2272,972,1456,2714,459,2137,1172,327,1619,293,629,5588,322,973,4443,2082,3448,649,494,57,238,82,259,-6,-337,-291,431,-2611
"5",69588,72841,70262,2579,51416,18846,116,12684,38732,5479,13366,5033,2705,2774,3356,9261,1568,4528,5206,2877,1488,3336,6828,977,747,2802,5099,3683,1350,7651,432,545,1728,817,1957,1865,1491,217,296,207,27,2100,638,63,5335,-236,613,749,736,833,919,1197,2412,915,1518,2773,464,2413,1098,390,2127,410,798,5741,333,754,4914,2762,4078,632,516,76,16,195,-180,9,2089,374,-1568,-1685
"6",62253,63507,63537,-30,46960,16577,1027,11723,35237,4703,11874,4638,2226,2477,3081,8155,1464,4445,4782,2657,1348,2386,6928,791,780,2577,4201,3313,1325,7085,259,532,1435,967,1510,1655,1426,233,292,227,27,1854,593,130,4415,-214,597,638,670,794,725,1151,2570,874,1197,2710,422,2235,1034,315,1514,293,579,5929,334,665,4624,1899,3472,702,529,32,401,82,537,-26,-1057,0,636,-1890
"7",65771,69250,70917,-1666,50905,20012,-417,13505,37400,6453,13559,5478,3680,2773,3111,9640,1460,4774,4924,2673,1560,2729,7229,1461,795,2899,5347,4050,1427,8028,735,726,2219,808,1965,1682,1429,253,260,255,26,2160,676,63,5513,-167,598,808,652,808,778,1206,2790,966,1315,2643,438,2235,1216,344,1735,321,673,6112,347,770,4756,2294,3755,712,535,117,-117,-219,-198,0,-1032,-218,-1673,-1807
"8",67831,69942,70913,-971,52422,18491,-428,13104,39318,5137,13354,5190,2630,2507,3177,9317,1512,5216,5374,2771,1688,2774,7710,1088,791,3032,4906,3651,1539,7914,483,605,1541,843,1664,1697,1479,283,191,295,23,2297,747,-13,5242,-336,588,860,674,839,823,1293,3099,1032,1490,2852,473,2297,1321,367,1755,326,693,6304,358,1047,4869,2259,3854,746,547,59,-167,-513,154,39,-290,-253,69,-2180
"9",75460,78729,77449,1280,56362,21087,-370,13828,42533,6013,15074,5400,3112,2901,3236,10908,1705,5643,5244,3004,1733,3551,7642,1277,846,2994,6496,4086,1313,8429,575,702,1835,1015,1886,1645,1591,303,196,323,24,2226,723,45,6785,-289,572,930,774,931,986,1345,3311,991,1226,3028,457,2547,1296,437,2269,453,829,6427,366,849,5298,2955,4465,721,573,70,-303,-50,-93,6,1311,339,-2328,-941
"10",68646,69875,69992,-117,52019,17973,251,12632,39386,5015,12958,4994,2528,2487,2902,9166,1596,5532,5078,2862,1640,2609,7746,982,844,2801,4924,3485,1509,7639,420,562,1546,830,1657,1498,1404,318,154,347,25,2145,756,-99,5106,-183,597,890,711,886,823,1266,3443,923,1182,2973,446,2416,1277,363,1655,328,626,6631,365,750,4987,2077,3833,883,544,109,99,308,-259,-6,-571,203,-358,-871
"11",73818,76314,78163,-1850,55728,22435,-746,14581,41147,6840,15595,5920,3461,3380,3087,11464,1591,5763,5098,2860,1846,2898,8039,1286,935,3414,6455,4459,1461,8661,534,752,2175,1102,2278,1615,1472,328,214,368,25,2465,731,217,6574,-119,660,1044,693,898,873,1343,3547,995,1122,2981,462,2398,1458,388,1825,354,719,6843,378,818,5069,2485,4115,794,588,186,-135,-225,-538,-33,-866,-238,-1918,-578
"12",77289,78513,77643,870,56920,20723,1259,13782,43139,5031,15692,5379,2651,2380,3316,11268,1658,5965,5491,3052,1879,3021,8647,1119,1036,3865,5610,3844,1535,8403,597,522,1532,857,1524,1753,1563,328,290,392,27,2950,811,104,6002,-393,758,1108,743,915,920,1449,3596,1121,1307,3064,525,2528,1471,408,1920,363,738,7106,394,1147,5212,2519,4270,798,626,55,275,447,389,94,-268,-121,104,-1328
"13",85103,87155,85273,1882,61774,23499,380,14873,46901,5896,17602,5871,2983,2913,3644,12669,1869,6314,5652,3325,1862,3915,8599,1159,1142,3900,6822,4379,1492,9002,627,532,1825,849,2064,1932,1712,338,365,412,27,3184,941,-225,7098,-276,804,1290,858,1011,1111,1501,3701,1069,1341,3242,515,2810,1390,472,2460,501,953,7317,405,876,5685,3253,4997,777,656,-174,-138,426,233,32,1048,454,-1889,-163
"14",78423,78256,78987,-731,57939,21049,14,14053,43885,4679,16370,5622,2433,2246,3521,11687,1729,6210,5606,3162,1802,2949,8805,910,1088,3805,5932,3995,1628,8431,393,518,1522,649,1598,1981,1540,353,283,425,27,2852,865,89,6150,-217,862,1162,782,947,938,1459,3813,1084,1328,3194,499,2663,1407,396,1847,368,734,7607,412,786,5341,2329,4350,985,616,111,112,-115,-89,-6,-861,116,111,57
"15",83131,84759,86110,-1351,61271,24839,-402,15794,45477,5449,19390,6386,3026,2423,3856,14117,1683,6458,5718,3152,1944,3221,9172,1041,1192,4481,7517,4798,1587,9409,437,605,1985,747,1677,2224,1632,373,364,429,26,2964,879,639,7700,-183,927,1416,745,938,984,1517,3957,1111,1525,3082,526,2626,1529,415,2028,392,801,7866,425,882,5333,2673,4582,880,661,67,123,-155,-410,-26,-652,-297,-922,-706
"16",87172,87982,86862,1120,62697,24165,1449,15058,47639,4836,19329,5800,2551,2285,4622,12913,1728,6746,6126,3319,2208,3260,9758,1037,1166,4481,6231,4167,1632,9258,494,543,1514,778,1507,2817,1804,403,333,408,21,3305,906,270,6458,-228,1035,1794,767,961,1156,1567,4022,1281,1708,3137,554,2765,1722,486,2067,397,797,8139,444,1176,5552,2670,4720,869,683,84,88,869,390,18,-175,-154,720,-1530
"17",96410,98597,94753,3844,67615,27138,1004,15671,51943,5468,21670,5679,2765,2703,5153,14750,1944,7232,6302,3532,2090,4312,9808,1026,1247,4511,7907,4092,1587,9992,449,577,1739,1144,1559,3145,2008,424,391,413,20,3508,980,23,8149,-242,1085,1767,862,1082,1395,1604,4232,1254,1870,3179,523,3009,1513,577,2725,567,1021,8435,457,917,6116,3502,5517,869,720,-48,88,773,159,32,2059,782,-804,-1383
"18",88908,89393,89327,65,64448,24879,912,15352,49096,4794,20085,6413,2642,2153,4866,13577,1853,7223,6185,3430,2019,3154,10059,982,1179,4391,6897,4734,1679,8940,403,579,1660,672,1480,3015,1852,440,284,434,21,3401,946,44,7096,-199,1110,1642,804,1049,1197,1619,4407,1267,1750,3168,554,2877,1529,490,1966,411,777,8749,456,854,5835,2481,4882,1296,678,27,745,89,78,-28,-798,-48,1425,-1910
"19",95102,97248,98922,-1674,69414,29507,-194,17844,51571,6786,22722,7278,3474,3311,5418,15716,1889,7489,6631,3479,2371,3537,10477,1383,1271,5084,8253,5509,1769,10566,679,704,2092,1219,2092,3439,1979,451,324,473,23,3973,943,168,8393,-140,1108,1588,828,1062,1269,1670,4550,1333,1944,3354,580,2899,1848,523,2202,442,893,9009,469,998,5921,2869,5157,1032,720,-111,15,-154,107,-52,-1005,-474,-230,-1916
"20",98092,101068,98542,2526,70238,28304,2598,16394,53844,5940,22364,6152,2838,3101,5731,15282,1969,7717,7043,3719,2377,3557,11132,1122,1317,5696,7153,4555,1597,10242,543,579,1716,1501,1601,3533,2198,460,285,541,30,4399,1142,155,7615,-462,1118,1351,862,1107,1329,1723,4665,1478,2131,3434,661,3058,1823,554,2200,443,913,9282,478,1372,6162,2801,5356,1288,723,115,634,826,988,36,222,-294,586,-3562
"21",106057,108868,104596,4272,75324,29272,762,17398,57926,6546,22726,6496,3506,3040,5651,15806,2195,8141,7086,4004,2351,4647,11058,1546,1396,5705,7608,4777,1719,10902,848,697,1961,1317,1722,3324,2327,472,312,579,33,4325,1130,250,7982,-374,1097,1270,973,1222,1577,1760,4804,1400,2075,3611,654,3351,1694,657,2888,604,1155,9538,486,1034,6672,3646,6154,1161,809,245,341,-25,174,28,2786,724,-677,-2134
"22",97653,97239,97290,-51,71535,25755,568,17116,54419,6052,19704,6747,2950,3102,5033,13501,2048,8016,7349,3780,2338,3421,11154,1153,1417,4984,6045,4986,1761,10369,561,592,1796,1500,1601,2859,2174,481,298,605,34,3773,976,235,6475,-430,1055,1169,877,1170,1316,1765,4936,1421,2273,3655,627,3153,1776,562,2111,434,876,9754,486,914,6331,2567,5419,1295,702,247,395,183,-254,-3,-428,-191,2130,-1716
"23",102130,102364,103923,-1559,75314,28610,-833,18709,56604,7941,20669,7132,3870,4071,5123,14310,2065,8279,7585,3752,2570,3744,11541,1453,1432,4860,7030,5004,2128,11577,763,690,2417,1529,2543,2853,2270,487,296,617,32,3784,982,94,7305,-275,988,1236,881,1184,1387,1826,5066,1514,2335,3737,625,3126,1970,601,2324,462,958,9973,510,1058,6391,2999,5671,1216,790,44,237,-679,-352,-82,-248,-479,137,-371
"24",103083,103625,103419,207,76998,26421,-114,18610,58388,6148,20273,7170,2923,3225,5206,13874,2131,8512,8085,3959,2636,3646,12207,1185,1446,5079,6466,5431,1738,11440,548,637,1738,1632,1594,2890,2316,487,312,620,27,3854,1097,129,6629,-163,882,1194,931,1201,1420,1857,5235,1699,2428,3958,711,3248,1990,646,2271,453,923,10214,539,1454,6472,2857,5721,1374,786,310,-513,-345,345,89,561,-241,981,-1524
"25",110011,110131,108323,1808,81185,27139,-649,18899,62285,6639,20499,6827,3229,3411,5428,13892,2402,8920,8091,4217,2673,4637,12094,1349,1465,5011,6619,4972,1855,12072,633,716,1879,1436,1975,2851,2578,493,314,632,26,3716,1119,176,6706,-87,796,1179,1045,1357,1672,1888,5360,1669,2207,4215,671,3546,1917,756,2882,604,1152,10407,560,1128,7035,3701,6483,1165,867,179,-558,-6,-248,-16,1694,762,156,-275
"26",99285,98385,98739,-355,75893,22846,185,18489,57404,5860,16986,7361,3326,2534,4675,11270,2206,8718,7143,3886,2577,3426,12084,1380,1425,4046,5062,5396,1965,11128,678,702,1946,828,1706,2608,2067,505,255,641,25,2933,1009,104,5531,-469,737,1041,925,1282,1379,1901,5437,1511,1791,3841,607,3279,1959,618,2121,445,860,10537,567,980,6669,2596,5657,1669,771,124,433,-147,-187,-39,-584,44,675,226
"27",102159,100928,104035,-3107,78404,25632,-1671,19434,58969,7369,18263,7541,4185,3184,4804,12310,2183,8858,7402,3866,2889,3707,12419,1658,1493,4072,6044,5582,1959,11894,909,750,2526,1384,1800,2631,2173,520,303,646,24,2904,1066,102,6152,-108,700,1149,933,1250,1428,1955,5475,1639,1946,3817,631,3235,2228,662,2326,470,911,10686,595,1138,6586,2989,5927,1318,825,2,-535,-982,-158,3,-852,-585,208,1023
"28",103807,104709,105645,-935,81766,23878,-117,20536,61230,6115,17763,8062,3165,2951,4970,11548,2235,8998,7738,4072,3081,3874,12976,1385,1436,3916,5533,6049,2013,12475,682,703,1780,1158,1792,2759,2210,534,253,629,20,2658,1128,130,5871,-338,663,1245,944,1291,1472,2039,5488,1747,2028,3963,702,3370,2329,752,2456,482,936,10839,626,1512,6804,2959,6072,1544,878,137,-439,-337,491,31,-385,-433,-718,-184
"29",110566,112131,110539,1591,85361,25178,-373,20337,65024,6722,18456,7536,3425,3297,5469,11804,2438,9439,7913,4395,2830,4740,12724,1472,1542,3694,5959,5589,1947,12801,759,714,1953,1469,1828,2982,2487,550,336,634,22,2372,1147,176,6239,-279,608,1183,1053,1385,1813,2108,5519,1720,2029,4165,711,3683,2054,776,2991,645,1104,10927,642,1156,7287,3849,6901,1508,1001,-191,-203,-278,216,83,1071,893,-2011,446
"30",102596,101672,101858,-186,79889,21969,210,19417,60472,5502,16467,7630,3106,2396,4855,10473,2237,9061,7595,4083,2859,3739,12708,1376,1477,3288,5120,5675,1955,11787,681,694,1731,828,1567,2675,2179,572,221,659,24,2115,1012,161,5393,-273,588,1139,957,1280,1425,2112,5524,1553,2071,3971,644,3438,2214,645,2348,482,909,11028,642,1039,6931,2762,6044,1563,888,-66,264,166,-69,-84,-643,247,486,438
"31",105470,105471,108027,-2557,82382,25645,-1524,20162,62220,7666,17979,7908,4201,3465,5213,11553,2197,9210,7747,4135,3016,3973,12986,1680,1593,3333,6025,5850,2058,12254,936,744,2521,1631,1834,2969,2244,602,262,703,26,2153,1010,170,6257,-231,600,1214,955,1242,1525,2175,5510,1655,2030,4062,694,3441,2312,703,2512,520,941,11125,642,1219,7016,3212,6337,1450,942,-76,-417,-267,-750,-13,-550,-483,-452,451
"32",107689,109283,109176,107,84955,24221,739,21219,63736,6159,18062,8094,3182,2977,5726,11022,2340,9280,8284,4189,3201,3970,13510,1302,1759,3207,5412,6039,2055,13125,580,722,1879,1234,1743,3300,2426,646,301,784,28,2139,993,74,5917,-504,645,1314,974,1366,1559,2223,5498,1737,2344,4203,785,3403,2453,748,2506,511,953,11216,645,1649,7066,2973,6262,1660,1001,14,6,-141,871,-10,-53,-579,-252,-1342
"33",115721,117651,116211,1440,88397,27814,-375,20779,67619,6049,21765,7893,3786,2263,6374,14098,2659,9712,8198,4441,3092,4905,13253,1562,1894,3660,7905,5854,2039,12886,804,758,2224,1148,1115,3576,2798,675,361,828,30,2215,1043,402,7889,16,638,1294,1106,1553,1954,2277,5481,1666,2208,4324,749,3692,2225,867,3059,665,1180,11319,646,1288,7608,3855,7335,1435,1126,14,-119,-391,208,-87,1002,812,-1839,-91
"34",107876,107930,106896,1034,82849,24048,655,20467,62382,5798,18250,8050,3342,2456,5569,11447,2483,9193,7724,4011,2910,3897,13156,1330,1838,2873,6095,6058,1993,12416,598,732,2012,808,1648,3261,2307,698,253,855,32,1813,955,105,6412,-317,641,1234,1002,1481,1498,2259,5436,1473,2142,4109,682,3329,2241,668,2429,529,938,11409,637,1110,7076,2635,6427,1853,1019,203,682,47,-159,-118,219,159,-199,145
"35",112083,112124,114188,-2064,85943,28245,-575,21478,64465,7773,20473,8744,4697,3075,6032,13155,2496,9302,8196,4087,3122,4073,13478,1866,1939,3228,7335,6473,2272,12733,1055,811,2831,1152,1924,3410,2622,713,327,865,34,1953,1033,243,7479,-144,653,1286,1051,1445,1589,2338,5374,1656,2279,4260,694,3393,2347,775,2556,521,997,11513,658,1307,7212,3077,6789,1509,1123,238,72,-783,-62,-40,-986,-503,94,-135
"36",112769,112701,113197,-496,87154,26043,291,21414,65740,5387,20656,8466,3048,2340,6643,12589,2601,9177,8303,4295,3395,4056,13963,1164,1933,3211,6765,6411,2055,12948,469,695,1884,783,1557,3942,2701,716,326,854,37,1990,1120,101,7151,-386,679,1424,1088,1514,1567,2384,5227,1699,2323,4281,772,3523,2566,829,2515,508,1033,11613,686,1664,7275,2876,6860,1831,1107,11,-514,887,-72,-21,-219,-568,1855,-1787
"37",121592,123956,120496,3460,91833,28663,658,21246,70587,6360,22303,8488,3806,2553,7026,13768,2860,9559,8457,4780,3332,5115,13761,1634,1974,3408,7716,6452,2035,12758,879,755,2173,985,1568,4143,2882,731,340,864,39,2050,1236,122,8077,-361,669,1510,1231,1629,1987,2414,5159,1660,2306,4491,769,4010,2300,1031,3150,673,1292,11741,701,1319,7869,3796,8097,1701,1260,143,-225,902,-228,66,1985,817,-2349,-16
"38",113258,112190,111965,225,86302,25662,709,21106,65197,5176,20486,8728,3349,1827,6167,12828,2649,9065,8129,4423,3101,4076,13695,1475,1955,3169,7032,6611,2117,12377,726,749,1874,904,924,3633,2534,750,288,877,39,1720,1268,182,6602,430,672,1491,1119,1530,1510,2410,5145,1518,2329,4282,725,3697,2302,799,2515,526,1036,11856,695,1145,7373,2671,7055,1781,1177,-35,550,778,-534,-50,-757,273,1218,-150
"39",118125,118620,120379,-1759,88923,31456,-237,21803,67120,8120,23336,8672,4857,3263,7048,14698,2661,9299,8549,4552,3318,4235,13971,2029,2050,3554,8410,6220,2452,13131,1178,851,2828,983,2280,4076,2971,774,345,893,38,2102,1242,211,8777,-367,684,1591,1174,1488,1593,2508,5198,1673,2479,4397,760,3792,2450,868,2633,514,1089,11949,709,1313,7367,3066,7294,1612,1195,-199,-225,99,-21,110,-1054,-469,-46,-448
"40",121744,125119,123691,1428,92302,31389,2235,22330,69971,7403,23986,9199,3844,3559,7433,14844,2773,9536,8723,4933,3653,4353,14584,1608,2149,3841,8093,7144,2055,13132,789,819,2236,1798,1762,4595,2839,791,408,914,37,2606,1284,-48,8473,-380,760,1708,1253,1519,1672,2556,5308,1783,2411,4529,881,4052,2692,961,2713,523,1117,12073,730,1781,7684,2921,7616,1916,1280,36,267,868,1058,5,-261,-546,365,-3740
"41",128532,132522,128956,3566,96092,32864,1534,21770,74322,6763,26101,8655,4232,2532,7765,16738,3060,10020,8872,5279,3410,5240,14298,1634,2190,4399,9410,6807,1848,13115,811,823,2597,618,1914,4575,3190,814,410,929,37,2782,1494,123,9742,-333,740,1598,1407,1654,2074,2603,5343,1709,2585,4578,828,4451,2356,1053,3210,652,1378,12194,730,1374,8379,3865,8856,1686,1357,-120,58,833,676,88,1012,1020,-2054,-1936
"42",119470,119686,118956,730,90944,28013,1496,21471,69473,6203,21809,8818,3438,2765,6400,14060,2789,9708,8962,4882,3277,4187,14223,1361,2140,3789,7421,6818,2001,12652,589,772,2077,1239,1525,3949,2451,850,310,942,38,2461,1222,106,7729,-308,711,1349,1262,1527,1652,2670,5386,1599,2934,4429,785,4097,2465,811,2553,519,1115,12318,732,1172,7857,2700,7702,1860,1325,-149,708,675,294,-33,-1185,419,1777,-1993
"43",124822,126973,128310,-1338,96142,32169,11,23572,72569,6949,25220,9474,4242,2707,6640,17230,2878,9856,9508,5076,3456,4447,14654,1660,2330,4575,9657,6967,2507,14098,843,817,2582,1118,1589,3859,2781,897,440,953,41,3079,1262,234,9981,-324,667,1349,1311,1568,1782,2628,5446,1727,3210,4571,841,4235,2525,931,2706,521,1220,12517,737,1399,8085,3191,8168,1922,1329,-247,334,-169,33,61,-983,-366,-88,-2063
"44",127838,129275,128349,926,97067,31282,1768,22666,74401,6538,24745,9335,3773,2764,6889,16481,2964,10080,9383,5378,3688,4488,15317,1334,2393,5149,8332,7323,2011,13332,657,677,2439,1376,1388,4019,2870,985,420,943,44,3454,1554,141,8683,-352,608,1375,1345,1619,1838,2738,5504,2001,2615,4768,927,4451,2683,1005,2773,540,1175,12675,741,1900,8263,3060,8364,1965,1453,146,416,755,515,-64,-258,-584,878,-2316
